Date,Open,High,Low,Close,Adj Close,Volume
19-03-2020,61.8475,63.209999,60.6525,61.195,59.602615,271857200
20-03-2020,61.794998,62.9575,57,57.310001,55.818714,401693200
23-03-2020,57.02,57.125,53.1525,56.092499,54.632896,336752800
24-03-2020,59.09,61.922501,58.575001,61.720001,60.113968,287531200
25-03-2020,62.6875,64.5625,61.075001,61.380001,59.782806,303602000
26-03-2020,61.630001,64.669998,61.59,64.610001,62.928764,252087200
27-03-2020,63.1875,63.967499,61.762501,61.935001,60.323368,204216800
30-03-2020,62.685001,63.880001,62.349998,63.702499,62.044876,167976400
31-03-2020,63.900002,65.622498,63,63.572498,61.918259,197002000
01-04-2020,61.625,62.18,59.782501,60.227501,58.660297,176218400
02-04-2020,60.084999,61.287498,59.224998,61.232498,59.639137,165934000
03-04-2020,60.700001,61.424999,59.7425,60.352501,58.782051,129880000
06-04-2020,62.724998,65.777496,62.345001,65.6175,63.910042,201820400
07-04-2020,67.699997,67.925003,64.75,64.857498,63.169815,202887200
08-04-2020,65.684998,66.842499,65.307503,66.517502,64.786629,168895200
09-04-2020,67.175003,67.517502,66.175003,66.997498,65.254135,161834800
13-04-2020,67.077499,68.425003,66.457497,68.3125,66.53492,131022800
14-04-2020,70,72.0625,69.512497,71.762497,69.895142,194994800
15-04-2020,70.599998,71.582497,70.157501,71.107498,69.257195,131154400
16-04-2020,71.845001,72.050003,70.587502,71.672501,69.807487,157125200
17-04-2020,71.172501,71.737503,69.214996,70.699997,68.860275,215250000
20-04-2020,69.487503,70.419998,69.212502,69.232498,67.430969,130015200
21-04-2020,69.07,69.3125,66.357498,67.092499,65.346657,180991600
22-04-2020,68.402496,69.474998,68.050003,69.025002,67.228889,116862400
23-04-2020,68.967499,70.4375,68.717499,68.7575,66.968338,124814400
24-04-2020,69.300003,70.752502,69.25,70.7425,68.901695,126161200
27-04-2020,70.449997,71.135002,69.987503,70.792503,68.950378,117087600
28-04-2020,71.269997,71.457497,69.550003,69.644997,67.832741,112004800
29-04-2020,71.182503,72.417503,70.972504,71.932503,70.060707,137280800
30-04-2020,72.489998,73.6325,72.087502,73.449997,71.538719,183064000
01-05-2020,71.5625,74.75,71.462502,72.267502,70.386986,240616800
04-05-2020,72.292503,73.422501,71.580002,73.290001,71.382881,133568000
05-05-2020,73.764999,75.25,73.614998,74.389999,72.454262,147751200
06-05-2020,75.114998,75.809998,74.717499,75.157501,73.201805,142333600
07-05-2020,75.805,76.292503,75.4925,75.934998,73.959076,115215200
08-05-2020,76.410004,77.587502,76.072502,77.532501,75.719421,133838400
11-05-2020,77.025002,79.262497,76.809998,78.752502,76.910881,145946400
12-05-2020,79.457497,79.922501,77.727501,77.852501,76.031937,162301200
13-05-2020,78.037498,78.987503,75.802498,76.912498,75.11393,200622400
14-05-2020,76.127502,77.447502,75.3825,77.385002,75.575363,158929200
15-05-2020,75.087502,76.974998,75.052498,76.927498,75.128571,166348400
18-05-2020,78.292503,79.125,77.580002,78.739998,76.898674,135178400
19-05-2020,78.7575,79.629997,78.252502,78.285004,76.45433,101729600
20-05-2020,79.169998,79.879997,79.129997,79.807503,77.941216,111504800
21-05-2020,79.665001,80.222504,78.967499,79.212502,77.360138,102688800
22-05-2020,78.942497,79.807503,78.837502,79.722504,77.858192,81803200
26-05-2020,80.875,81.059998,79.125,79.182503,77.330841,125522000
27-05-2020,79.035004,79.677498,78.272499,79.527496,77.667763,112945200
28-05-2020,79.192497,80.860001,78.907501,79.5625,77.701935,133560800
29-05-2020,79.8125,80.287498,79.1175,79.485001,77.626244,153532400
01-06-2020,79.4375,80.587502,79.302498,80.462502,78.580894,80791200
02-06-2020,80.1875,80.860001,79.732498,80.834999,78.944687,87642800
03-06-2020,81.165001,81.550003,80.574997,81.279999,79.37928,104491200
04-06-2020,81.097504,81.404999,80.195,80.580002,78.695641,87560400
05-06-2020,80.837502,82.9375,80.807503,82.875,80.936966,137250400
08-06-2020,82.5625,83.400002,81.830002,83.364998,81.415527,95654400
09-06-2020,83.035004,86.402496,83.002502,85.997498,83.986458,147712400
10-06-2020,86.974998,88.692497,86.522499,88.209999,86.147224,166651600
11-06-2020,87.327499,87.764999,83.870003,83.974998,82.011261,201662400
12-06-2020,86.18,86.949997,83.555,84.699997,82.719299,200146000
15-06-2020,83.3125,86.419998,83.144997,85.747498,83.742302,138808800
16-06-2020,87.864998,88.300003,86.18,88.019997,85.961655,165428800
17-06-2020,88.787498,88.849998,87.772499,87.897499,85.842026,114406400
18-06-2020,87.852501,88.362503,87.305,87.932503,85.876213,96820400
19-06-2020,88.660004,89.139999,86.287498,87.43,85.38549,264476000
22-06-2020,87.834999,89.864998,87.787498,89.717499,87.619469,135445200
23-06-2020,91,93.095001,90.567497,91.6325,89.489693,212155600
24-06-2020,91.25,92.197502,89.629997,90.014999,87.910011,192623200
25-06-2020,90.175003,91.25,89.392502,91.209999,89.077087,137522400
26-06-2020,91.102501,91.330002,88.254997,88.407501,86.340111,205256800
29-06-2020,88.3125,90.542503,87.82,90.445,88.329956,130646000
30-06-2020,90.019997,91.495003,90,91.199997,89.067291,140223200
01-07-2020,91.279999,91.839996,90.977501,91.027496,88.898842,110737200
02-07-2020,91.962502,92.6175,90.910004,91.027496,88.898842,114041600
06-07-2020,92.5,93.945,92.467499,93.462502,91.276909,118655600
07-07-2020,93.852501,94.654999,93.057503,93.172501,90.993652,112424400
08-07-2020,94.18,95.375,94.089996,95.342499,93.112923,117092000
09-07-2020,96.262497,96.317497,94.672501,95.752502,93.513351,125642800
10-07-2020,95.334999,95.980003,94.705002,95.919998,93.676933,90257200
13-07-2020,97.264999,99.955002,95.2575,95.477501,93.244774,191649200
14-07-2020,94.839996,97.254997,93.877502,97.057503,94.787827,170989200
15-07-2020,98.989998,99.247498,96.489998,97.724998,95.439713,153198000
16-07-2020,96.5625,97.404999,95.904999,96.522499,94.265335,110577600
17-07-2020,96.987503,97.147499,95.839996,96.327499,94.074898,92186800
20-07-2020,96.417503,98.5,96.0625,98.357498,96.057419,90318000
21-07-2020,99.172501,99.25,96.7425,97,94.731674,103433200
22-07-2020,96.692497,97.974998,96.602501,97.272499,94.997795,89001600
23-07-2020,96.997498,97.077499,92.010002,92.845001,90.673828,197004400
24-07-2020,90.987503,92.970001,89.144997,92.614998,90.449226,185438800
27-07-2020,93.709999,94.904999,93.480003,94.809998,92.59288,121214000
28-07-2020,94.3675,94.550003,93.247498,93.252502,91.071815,103625600
29-07-2020,93.75,95.230003,93.712502,95.040001,92.817513,90329200
30-07-2020,94.1875,96.297501,93.767502,96.190002,93.94062,158130000
31-07-2020,102.885002,106.415001,100.824997,106.260002,103.775124,374336800
03-08-2020,108.199997,111.637497,107.892502,108.9375,106.390015,308151200
04-08-2020,109.1325,110.790001,108.387497,109.665001,107.100487,173071600
05-08-2020,109.377502,110.392502,108.897499,110.0625,107.488701,121776800
06-08-2020,110.404999,114.412498,109.797501,113.902496,111.238914,202428800
07-08-2020,113.205002,113.675003,110.292503,111.112503,108.709831,198045600
10-08-2020,112.599998,113.775002,110,112.727501,110.289871,212403600
11-08-2020,111.970001,112.482498,109.107498,109.375,107.009888,187902400
12-08-2020,110.497498,113.275002,110.297501,113.010002,110.566269,165598000
13-08-2020,114.43,116.042503,113.927498,115.010002,112.523026,210082000
14-08-2020,114.830002,115,113.044998,114.907501,112.422752,165565200
17-08-2020,116.0625,116.087502,113.962502,114.607498,112.129211,119561600
18-08-2020,114.352501,116,114.0075,115.5625,113.063576,105633600
19-08-2020,115.982498,117.162498,115.610001,115.707497,113.205444,145538000
20-08-2020,115.75,118.392502,115.732498,118.275002,115.717407,126907200
21-08-2020,119.262497,124.8675,119.25,124.370003,121.680611,338054800
24-08-2020,128.697495,128.785004,123.9375,125.857498,123.135971,345937600
25-08-2020,124.697502,125.18,123.052498,124.824997,122.125778,211495600
26-08-2020,126.18,126.9925,125.082497,126.522499,123.786568,163022400
27-08-2020,127.142502,127.485001,123.832497,125.010002,122.306786,155552400
28-08-2020,126.012497,126.442497,124.577499,124.807503,122.10865,187630000
31-08-2020,127.580002,131,126,129.039993,126.249634,225702700
01-09-2020,132.759995,134.800003,130.529999,134.179993,131.278503,151948100
02-09-2020,137.589996,137.979996,127,131.399994,128.558578,200119000
03-09-2020,126.910004,128.839996,120.5,120.879997,118.266075,257599600
04-09-2020,120.07,123.699997,110.889999,120.959999,118.344345,332607200
08-09-2020,113.949997,118.989998,112.68,112.82,110.380379,231366600
09-09-2020,117.260002,119.139999,115.260002,117.32,114.783073,176940500
10-09-2020,120.360001,120.5,112.5,113.489998,111.035889,182274400
11-09-2020,114.57,115.230003,110,112,109.57811,180860300
14-09-2020,114.720001,115.93,112.800003,115.360001,112.865456,140150100
15-09-2020,118.330002,118.830002,113.610001,115.540001,113.041542,184642000
16-09-2020,115.230003,116,112.040001,112.129997,109.705299,154679000
17-09-2020,109.720001,112.199997,108.709999,110.339996,107.95401,178011000
18-09-2020,110.400002,110.879997,106.089996,106.839996,104.529686,287104900
21-09-2020,104.540001,110.190002,103.099998,110.080002,107.699631,195713800
22-09-2020,112.68,112.860001,109.160004,111.809998,109.392212,183055400
23-09-2020,111.620003,112.110001,106.769997,107.120003,104.803635,150718700
24-09-2020,105.169998,110.25,105,108.220001,105.879845,167743300
25-09-2020,108.43,112.440002,107.669998,112.279999,109.852051,149981400
28-09-2020,115.010002,115.32,112.779999,114.959999,112.474083,137672400
29-09-2020,114.550003,115.309998,113.57,114.089996,111.62291,99382200
30-09-2020,113.790001,117.260002,113.620003,115.809998,113.305733,142675200
01-10-2020,117.639999,117.720001,115.830002,116.790001,114.264542,116120400
02-10-2020,112.889999,115.370003,112.220001,113.019997,110.576057,144712000
05-10-2020,113.910004,116.650002,113.550003,116.5,113.980812,106243800
06-10-2020,115.699997,116.120003,112.25,113.160004,110.713028,161498200
07-10-2020,114.620003,115.550003,114.129997,115.080002,112.591522,96849000
08-10-2020,116.25,116.400002,114.589996,114.970001,112.483894,83477200
09-10-2020,115.279999,117,114.919998,116.970001,114.440651,100506900
12-10-2020,120.059998,125.18,119.279999,124.400002,121.709969,240226800
13-10-2020,125.269997,125.389999,119.650002,121.099998,118.481339,262330500
14-10-2020,121,123.029999,119.620003,121.190002,118.569405,150712000
15-10-2020,118.720001,121.199997,118.150002,120.709999,118.099754,112559200
16-10-2020,121.279999,121.550003,118.809998,119.019997,116.446304,115393800
19-10-2020,119.959999,120.419998,115.660004,115.980003,113.472069,120639300
20-10-2020,116.199997,118.980003,115.629997,117.510002,114.968956,124423700
21-10-2020,116.669998,118.709999,116.449997,116.870003,114.342804,89946000
22-10-2020,117.449997,118.040001,114.589996,115.75,113.247025,101988000
23-10-2020,116.389999,116.550003,114.279999,115.040001,112.552361,82572600
26-10-2020,114.010002,116.550003,112.879997,115.050003,112.562164,111850700
27-10-2020,115.489998,117.279999,114.540001,116.599998,114.078651,92276800
28-10-2020,115.050003,115.43,111.099998,111.199997,108.795418,143937800
29-10-2020,112.370003,116.93,112.199997,115.32,112.826309,146129200
30-10-2020,111.059998,111.989998,107.720001,108.860001,106.506004,190272600
02-11-2020,109.110001,110.68,107.32,108.769997,106.417953,122866900
03-11-2020,109.660004,111.489998,108.730003,110.440002,108.051842,107624400
04-11-2020,114.139999,115.589996,112.349998,114.949997,112.46431,138235500
05-11-2020,117.949997,119.620003,116.870003,119.029999,116.456108,126387100
06-11-2020,118.32,119.199997,116.129997,118.690002,116.323784,114457900
09-11-2020,120.5,121.989998,116.050003,116.32,114.00103,154515300
10-11-2020,115.550003,117.589996,114.129997,115.970001,113.658035,138023400
11-11-2020,117.190002,119.629997,116.440002,119.489998,117.107819,112295000
12-11-2020,119.620003,120.529999,118.57,119.209999,116.833427,103162300
13-11-2020,119.440002,119.669998,117.870003,119.260002,116.882423,81581900
16-11-2020,118.919998,120.989998,118.150002,120.300003,117.901688,91183000
17-11-2020,119.550003,120.669998,118.959999,119.389999,117.009842,74271000
18-11-2020,118.610001,119.82,118,118.029999,115.676941,76322100
19-11-2020,117.589996,119.059998,116.809998,118.639999,116.27478,74113000
20-11-2020,118.639999,118.769997,117.290001,117.339996,115.000694,73604300
23-11-2020,117.18,117.620003,113.75,113.849998,111.580269,127959300
24-11-2020,113.910004,115.849998,112.589996,115.169998,112.873962,113874200
25-11-2020,115.550003,116.75,115.169998,116.029999,113.71682,76499200
27-11-2020,116.57,117.489998,116.220001,116.589996,114.265648,46691300
30-11-2020,116.970001,120.970001,116.809998,119.050003,116.67662,169410200
01-12-2020,121.010002,123.470001,120.010002,122.720001,120.273453,127728200
02-12-2020,122.019997,123.370003,120.889999,123.080002,120.626282,89004200
03-12-2020,123.519997,123.779999,122.209999,122.940002,120.489059,78967600
04-12-2020,122.599998,122.860001,121.519997,122.25,119.81282,78260400
07-12-2020,122.309998,124.57,122.25,123.75,121.282921,86712000
08-12-2020,124.370003,124.980003,123.089996,124.379997,121.900352,82225500
09-12-2020,124.529999,125.949997,121,121.779999,119.352188,115089200
10-12-2020,120.5,123.870003,120.150002,123.239998,120.783081,81312200
11-12-2020,122.43,122.760002,120.550003,122.410004,119.969627,86939800
14-12-2020,122.599998,123.349998,121.540001,121.779999,119.352188,79184500
15-12-2020,124.339996,127.900002,124.129997,127.879997,125.330566,157243700
16-12-2020,127.410004,128.369995,126.559998,127.809998,125.261986,98208600
17-12-2020,128.899994,129.580002,128.039993,128.699997,126.134232,94359800
18-12-2020,128.960007,129.100006,126.120003,126.660004,124.134911,192541500
21-12-2020,125.019997,128.309998,123.449997,128.229996,125.673599,121251600
22-12-2020,131.610001,134.410004,129.649994,131.880005,129.250854,168904800
23-12-2020,132.160004,132.429993,130.779999,130.960007,128.349152,88223700
24-12-2020,131.320007,133.460007,131.100006,131.970001,129.33905,54930100
28-12-2020,133.990005,137.339996,133.509995,136.690002,133.96492,124486200
29-12-2020,138.050003,138.789993,134.339996,134.869995,132.181213,121047300
30-12-2020,135.580002,135.990005,133.399994,133.720001,131.054184,96452100
31-12-2020,134.080002,134.740005,131.720001,132.690002,130.044662,99116600
04-01-2021,133.520004,133.610001,126.760002,129.410004,126.830078,143301900
05-01-2021,128.889999,131.740005,128.429993,131.009995,128.398178,97664900
06-01-2021,127.720001,131.050003,126.379997,126.599998,124.07608,155088000
07-01-2021,128.360001,131.630005,127.860001,130.919998,128.309982,109578200
08-01-2021,132.429993,132.630005,130.229996,132.050003,129.41745,105158200
11-01-2021,129.190002,130.169998,128.5,128.979996,126.408646,100384500
12-01-2021,128.5,129.690002,126.860001,128.800003,126.232231,91951100
13-01-2021,128.759995,131.449997,128.490005,130.889999,128.280563,88636800
14-01-2021,130.800003,131,128.759995,128.910004,126.34005,90221800
15-01-2021,128.779999,130.220001,127,127.139999,124.605339,111598500
19-01-2021,127.779999,128.710007,126.940002,127.830002,125.281578,90757300
20-01-2021,128.660004,132.490005,128.550003,132.029999,129.397858,104319500
21-01-2021,133.800003,139.669998,133.589996,136.869995,134.141373,120150900
22-01-2021,136.279999,139.850006,135.020004,139.070007,136.297516,114459400
25-01-2021,143.070007,145.089996,136.539993,142.919998,140.070709,157611700
26-01-2021,143.600006,144.300003,141.369995,143.160004,140.305954,98390600
27-01-2021,143.429993,144.300003,140.410004,142.059998,139.22789,140843800
28-01-2021,139.520004,141.990005,136.699997,137.089996,134.356979,142621100
29-01-2021,135.830002,136.740005,130.210007,131.960007,129.329254,177523800
01-02-2021,133.75,135.380005,130.929993,134.139999,131.46579,106239800
02-02-2021,135.729996,136.309998,134.610001,134.990005,132.298843,83305400
03-02-2021,135.759995,135.770004,133.610001,133.940002,131.26976,89880900
04-02-2021,136.300003,137.399994,134.589996,137.389999,134.650986,84183100
05-02-2021,137.350006,137.419998,135.860001,136.759995,134.233841,75693800
08-02-2021,136.029999,136.960007,134.919998,136.910004,134.381088,71297200
09-02-2021,136.619995,137.880005,135.850006,136.009995,133.497665,76774200
10-02-2021,136.479996,136.990005,134.399994,135.389999,132.889145,73046600
11-02-2021,135.899994,136.389999,133.770004,135.130005,132.633957,64280000
12-02-2021,134.350006,135.529999,133.690002,135.369995,132.869492,60145100
16-02-2021,135.490005,136.009995,132.789993,133.190002,130.729782,80576300
17-02-2021,131.25,132.220001,129.470001,130.839996,128.423187,97918500
18-02-2021,129.199997,130,127.410004,129.710007,127.314079,96856700
19-02-2021,130.240005,130.710007,128.800003,129.869995,127.471092,87668800
22-02-2021,128.009995,129.720001,125.599998,126,123.672577,103916400
23-02-2021,123.760002,126.709999,118.389999,125.860001,123.535194,158273000
24-02-2021,124.940002,125.559998,122.230003,125.349998,123.034584,111039900
25-02-2021,124.68,126.459999,120.540001,120.989998,118.755127,148199500
26-02-2021,122.589996,124.849998,121.199997,121.260002,119.020142,164560400
01-03-2021,123.75,127.93,122.790001,127.790001,125.42952,116307900
02-03-2021,128.410004,128.720001,125.010002,125.120003,122.808838,102260900
03-03-2021,124.809998,125.709999,121.839996,122.059998,119.805367,112966300
04-03-2021,121.75,123.599998,118.620003,120.129997,117.911003,178155000
05-03-2021,120.980003,121.940002,117.57,121.419998,119.177185,153766600
08-03-2021,120.93,121,116.209999,116.360001,114.210648,154376600
09-03-2021,119.029999,122.059998,118.790001,121.089996,118.853271,129525800
10-03-2021,121.690002,122.169998,119.449997,119.980003,117.763779,111943300
11-03-2021,122.540001,123.209999,121.260002,121.959999,119.707207,103026500
12-03-2021,120.400002,121.169998,119.160004,121.029999,118.79438,88105100
15-03-2021,121.410004,124,120.419998,123.989998,121.699722,92403800
16-03-2021,125.699997,127.220001,124.720001,125.57,123.250526,115227900
17-03-2021,124.050003,125.860001,122.339996,124.760002,122.45549,111932600
18-03-2021,122.879997,123.18,120.32,120.529999,118.303635,121229700
19-03-2021,119.900002,121.43,119.68,119.989998,117.773605,185549500
22-03-2021,120.330002,123.870003,120.260002,123.389999,121.110802,111912300
23-03-2021,123.330002,124.239998,122.139999,122.540001,120.276489,95467100
24-03-2021,122.82,122.900002,120.07,120.089996,117.871742,88530500
25-03-2021,119.540001,121.660004,119,120.589996,118.362511,98844700
26-03-2021,120.349998,121.480003,118.919998,121.209999,118.971069,94071200
29-03-2021,121.650002,122.580002,120.730003,121.389999,119.147743,80819200
30-03-2021,120.110001,120.400002,118.860001,119.900002,117.685249,85671900
31-03-2021,121.650002,123.519997,121.150002,122.150002,119.8937,118323800
01-04-2021,123.660004,124.18,122.489998,123,120.728004,75089100
05-04-2021,123.870003,126.160004,123.07,125.900002,123.574448,88651200
06-04-2021,126.5,127.129997,125.650002,126.209999,123.878723,80171300
07-04-2021,125.830002,127.919998,125.139999,127.900002,125.537483,83466700
08-04-2021,128.949997,130.389999,128.520004,130.360001,127.952034,88844600
09-04-2021,129.800003,133.039993,129.470001,133,130.543289,106686700
12-04-2021,132.520004,132.850006,130.630005,131.240005,128.815796,91420000
13-04-2021,132.440002,134.660004,131.929993,134.429993,131.946884,91266500
14-04-2021,134.940002,135,131.660004,132.029999,129.591187,87222800
15-04-2021,133.820007,135,133.639999,134.5,132.015549,89347100
16-04-2021,134.300003,134.669998,133.279999,134.160004,131.681854,84922400
19-04-2021,133.509995,135.470001,133.339996,134.839996,132.349274,94264200
20-04-2021,135.020004,135.529999,131.809998,133.110001,130.65126,94812300
21-04-2021,132.360001,133.75,131.300003,133.5,131.034058,68847100
22-04-2021,133.039993,134.149994,131.410004,131.940002,129.502884,84566500
23-04-2021,132.160004,135.119995,132.160004,134.320007,131.838898,78657500
26-04-2021,134.830002,135.059998,133.559998,134.720001,132.231506,66905100
27-04-2021,135.009995,135.410004,134.110001,134.389999,131.907608,66015800
28-04-2021,134.309998,135.020004,133.080002,133.580002,131.112595,107760100
29-04-2021,136.470001,137.070007,132.449997,133.479996,131.014404,151101000
30-04-2021,131.779999,133.559998,131.070007,131.460007,129.031708,109839500
03-05-2021,132.039993,134.070007,131.830002,132.539993,130.091766,75135100
04-05-2021,131.190002,131.490005,126.699997,127.849998,125.488426,137564700
05-05-2021,129.199997,130.449997,127.970001,128.100006,125.733788,84000900
06-05-2021,127.889999,129.75,127.129997,129.740005,127.343521,78128300
07-05-2021,130.850006,131.259995,129.479996,130.210007,128.021912,78973300
10-05-2021,129.410004,129.539993,126.809998,126.849998,124.718369,88071200
11-05-2021,123.5,126.269997,122.769997,125.910004,123.794167,126142800
12-05-2021,123.400002,124.639999,122.25,122.769997,120.706924,112172300
13-05-2021,124.580002,126.150002,124.260002,124.970001,122.869965,105861300
14-05-2021,126.25,127.889999,125.849998,127.449997,125.308273,81918000
17-05-2021,126.82,126.93,125.169998,126.269997,124.148109,74244600
18-05-2021,126.559998,126.989998,124.779999,124.849998,122.751984,63342900
19-05-2021,123.160004,124.919998,122.860001,124.690002,122.594681,92612000
20-05-2021,125.230003,127.720001,125.099998,127.309998,125.170639,76857100
21-05-2021,127.82,128,125.209999,125.43,123.32222,79295400
24-05-2021,126.010002,127.940002,125.940002,127.099998,124.964157,63092900
25-05-2021,127.82,128.320007,126.32,126.900002,124.767532,72009500
26-05-2021,126.959999,127.389999,126.419998,126.849998,124.718369,56575900
27-05-2021,126.440002,127.639999,125.080002,125.279999,123.174751,94625600
28-05-2021,125.57,125.800003,124.550003,124.610001,122.516006,71311100
01-06-2021,125.080002,125.349998,123.940002,124.279999,122.191566,67637100
02-06-2021,124.279999,125.239998,124.050003,125.059998,122.95845,59278900
03-06-2021,124.68,124.849998,123.129997,123.540001,121.463989,76229200
04-06-2021,124.07,126.160004,123.849998,125.889999,123.774498,75169300
07-06-2021,126.169998,126.32,124.830002,125.900002,123.784348,71057600
08-06-2021,126.599998,128.460007,126.209999,126.739998,124.610214,74403800
09-06-2021,127.209999,127.75,126.519997,127.129997,124.993668,56877900
10-06-2021,127.019997,128.190002,125.940002,126.110001,123.990799,71186400
11-06-2021,126.529999,127.440002,126.099998,127.349998,125.209961,53522400
14-06-2021,127.82,130.539993,127.07,130.479996,128.287369,96906500
15-06-2021,129.940002,130.600006,129.389999,129.639999,127.461494,62746300
16-06-2021,130.369995,130.889999,128.460007,130.149994,127.962898,91815000
17-06-2021,129.800003,132.550003,129.649994,131.789993,129.575348,96721700
18-06-2021,130.710007,131.509995,130.240005,130.460007,128.2677,108953300
21-06-2021,130.300003,132.410004,129.210007,132.300003,130.076813,79663300
22-06-2021,132.130005,134.080002,131.619995,133.979996,131.728531,74783600
23-06-2021,133.770004,134.320007,133.229996,133.699997,131.453278,60214200
24-06-2021,134.449997,134.639999,132.929993,133.410004,131.168152,68711000
25-06-2021,133.460007,133.889999,132.809998,133.110001,130.873169,70783700
28-06-2021,133.410004,135.25,133.350006,134.779999,132.515137,62111300
29-06-2021,134.800003,136.490005,134.350006,136.330002,134.039032,64556100
30-06-2021,136.169998,137.410004,135.869995,136.960007,134.658463,63261400
01-07-2021,136.600006,137.330002,135.759995,137.270004,134.963272,52485800
02-07-2021,137.899994,140,137.75,139.960007,137.608047,78852600
06-07-2021,140.070007,143.149994,140.070007,142.020004,139.633469,108181800
07-07-2021,143.539993,144.889999,142.660004,144.570007,142.140625,104911600
08-07-2021,141.580002,144.059998,140.669998,143.240005,140.832947,105575500
09-07-2021,142.75,145.649994,142.649994,145.110001,142.671539,99890800
12-07-2021,146.210007,146.320007,144,144.5,142.071793,76299700
13-07-2021,144.029999,147.460007,143.630005,145.639999,143.192627,100827100
14-07-2021,148.100006,149.570007,147.679993,149.149994,146.643631,127050800
15-07-2021,149.240005,150,147.089996,148.479996,145.984894,106820300
16-07-2021,148.460007,149.759995,145.880005,146.389999,143.930008,93251400
19-07-2021,143.75,144.070007,141.669998,142.449997,140.056213,121434600
20-07-2021,143.460007,147.100006,142.960007,146.149994,143.694046,96350000
21-07-2021,145.529999,146.130005,144.630005,145.399994,142.956635,74993500
22-07-2021,145.940002,148.199997,145.809998,146.800003,144.333099,77338200
23-07-2021,147.550003,148.720001,146.919998,148.559998,146.063568,71447400
26-07-2021,148.270004,149.830002,147.699997,148.990005,146.486298,72434100
